tconst,nconst,director_id
tt4050462,nm4180242,42008
tt4050462,nm0133067,2461
tt4050462,nm8337607,55260
tt4050462,nm3676681,38957
tt4050462,nm2140234,28051
tt4050462,nm3849801,40146
tt4050462,nm3304591,36210
tt4050462,nm6102773,50085
tt4050462,nm4820663,45177
tt4050462,nm0250080,3964
tt4050462,nm3573020,38184
tt4050462,nm6909004,52228
tt4050462,nm5226119,46922
tt4050462,nm5857982,49299
tt4050462,nm3014779,33921
tt4050462,nm3355887,36612
tt4050462,nm3302735,36185
tt4050462,nm3676959,38961
tt4050462,nm9160937,56790
tt4050462,nm7403267,53306
tt4050462,nm2607125,31490
tt4050462,nm5276508,47138
tt4050462,nm4923896,45591
tt4050462,nm3079464,34316
tt4050462,nm5063717,46202
tt4050462,nm0653573,9258
tt4050462,nm5284956,47178
tt4050462,nm1546474,22696
tt4050462,nm4323458,42766
tt4050462,nm4921301,45577
tt4050462,nm3601272,38387
tt4050462,nm8372979,55320
tt4050462,nm3637687,38672
tt4050462,nm3344916,36544
tt4050462,nm5379852,47530
tt4050462,nm0953511,13056
tt4050596,nm1849326,25433
tt4050646,nm0296440,4535
tt4051644,nm6784148,51916
tt4051824,nm6784246,51917
tt4051858,nm6157250,50241
tt4051858,nm6157274,50244
tt4051858,nm4772581,44960
tt4051858,nm1402737,21195
tt4051858,nm6690769,51711
tt4051858,nm1801656,24925
tt4051858,nm3619417,38502
tt4051858,nm6157264,50242
tt4051858,nm2263137,28854
tt4051858,nm13334501,20087
tt4051858,nm6157272,50243
tt4051892,nm4263045,42451
tt4052050,nm1531934,22571
tt4052400,nm2594614,31393
tt4052756,nm0144511,2596
tt4052882,nm1429471,21575
tt4053864,nm4285196,42566
tt4054004,nm1384853,20911
tt4054008,nm0501165,7308
tt4054078,nm6451410,51099
tt4054078,nm6451411,51100
tt4054382,nm1829829,25197
tt4054382,nm7659406,53895
tt4054382,nm2175141,28320
tt4054382,nm7659407,53896
tt4054382,nm3183939,34983
tt4054470,nm6786965,51925
tt4054608,nm5724930,48897
tt4054654,nm0001707,332
tt4054678,nm0955270,13083
tt4054784,nm1223590,18250
tt4054952,nm2951802,33543
tt4056390,nm0504963,7363
tt4056396,nm0490498,7146
tt4056440,nm1591928,23091
tt4056440,nm12456121,18659
tt4056738,nm0348197,5214
tt4057142,nm4085640,41448
tt4057146,nm0932304,12734
tt4057376,nm5382695,47541
tt4057482,nm0867784,11902
tt4057632,nm4595176,44161
tt4057916,nm0184308,3163
tt4057956,nm4822977,45194
tt4057956,nm2067994,27436
tt4058012,nm0414642,6104
tt4058122,nm1243970,18633
tt4058162,nm6790220,51932
tt4058218,nm1199305,17797
tt4058346,nm4705755,44606
tt4058378,nm4972209,45798
tt4058500,nm1571412,22921
tt4058628,nm6790972,51934
tt4058832,nm4864728,45346
tt4058836,nm0953392,13051
tt4058910,nm2655716,31772
tt4058952,nm0921348,12617
tt4058952,nm0267398,4161
tt4059112,nm0284782,4411
tt4059128,nm1918304,26040
tt4059456,nm1546474,22696
tt4059460,nm4706472,44609
tt4059702,nm0635869,9026
tt4060048,nm5571833,48327
tt4060054,nm2046278,27272
tt4060244,nm3455772,37350
tt4060244,nm4156438,41846
tt4060480,nm2030270,27101
tt4060480,nm2583240,31313
tt4060498,nm3733371,39395
tt4060516,nm3781886,39715
tt4060544,nm0950620,12989
tt4060866,nm1033667,14213
tt4060962,nm2320169,29384
tt4060980,nm5897851,49435
tt4061010,nm0019242,988
tt4061060,nm5649292,48594
tt4061196,nm0513005,7484
tt4061216,nm5781323,49065
tt4061302,nm2663638,31822
tt4061344,nm6791455,51935
tt4061360,nm0846630,11623
tt4061424,nm2111569,27819
tt4061540,nm5458473,47874
tt4061620,nm3818919,39952
tt4061848,nm0723704,10063
tt4061908,nm1027685,14062
tt4061944,nm2021984,27021
tt4062208,nm0350168,5245
tt4062270,nm2340040,29565
tt4062346,nm1798848,24920
tt4062536,nm1099918,15740
tt4062608,nm6794845,51946
tt4062608,nm6794844,51945
tt4062756,nm6700373,51735
tt4062896,nm1655252,23658
tt4063178,nm1156199,16925
tt4063438,nm1104340,15860
tt4063510,nm6795666,51948
tt4064498,nm3478746,37485
tt4064820,nm6169747,50293
tt4064822,nm3235461,35507
tt4064912,nm2493004,30749
tt4065010,nm1484928,22161
tt4065066,nm0811589,11193
tt4065066,nm0045256,1338
tt4065212,nm1423555,21507
tt4065214,nm3518103,37768
tt4065340,nm1015789,13806
tt4065382,nm5923575,49513
tt4065514,nm6797843,51950
tt4065514,nm9731877,57728
tt4065552,nm0521803,7587
tt4065842,nm0945282,12891
tt4066000,nm5053042,46137
tt4066836,nm2066573,27431
tt4066958,nm0200023,3359
tt4067062,nm2758687,32418
tt4067084,nm0032714,1156
tt4067106,nm3468427,37441
tt4067106,nm2436790,30393
tt4067120,nm1495139,22253
tt4067128,nm6767583,51874
tt4067192,nm6799295,51957
tt4067192,nm6799294,51956
tt4067298,nm4910158,45517
tt4067304,nm6799376,51958
tt4067340,nm6708663,51748
tt4067350,nm2003929,26858
tt4067358,nm3635391,38657
tt4067378,nm5899611,49442
tt4067378,nm5594460,48412
tt4067386,nm10749908,15173
tt4067386,nm0037721,1220
tt4067568,nm3363804,36662
tt4067684,nm3556981,38055
tt4068576,nm0448768,6575
tt4068586,nm0417724,6148
tt4068630,nm3266654,35841
tt4069042,nm3293421,36102
tt4069316,nm1961741,26457
tt4070080,nm6794796,51944
tt4070752,nm6802103,51963
tt4070830,nm0160840,2863
tt4070830,nm2291380,29153
tt4070830,nm2878801,33158
tt4070830,nm6802363,51964
tt4070908,nm1768177,24665
tt4071044,nm6802539,51965
tt4071044,nm4419818,43228
tt4071086,nm0470514,6895
tt4071460,nm2451978,30501
tt4071498,nm3876217,40278
tt4072296,nm1006696,13570
tt4072326,nm0438090,6405
tt4073166,nm0959255,13145
tt4073318,nm3892341,40378
tt4073682,nm0969427,13203
tt4073764,nm0550316,7940
tt4073768,nm6804543,51969
tt4073790,nm0950775,12994
tt4073868,nm1520897,22497
tt4073890,nm4209533,42169
tt4073894,nm5825498,49193
tt4073936,nm2749225,32342
tt4074008,nm2100563,27714
tt4074114,nm1205568,17931
tt4074168,nm4596205,44166
tt4074180,nm0238244,3833
tt4074228,nm0129286,2405
tt4074364,nm1323584,19945
tt4074472,nm0562071,8075
tt4074514,nm2837143,32900
tt4074562,nm3690236,39091
tt4074566,nm1768250,24677
tt4074652,nm1664028,23743
tt4074928,nm0317834,4799
tt4074958,nm1292891,19464
tt4075322,nm0264925,4127
tt4075458,nm2673025,31881
tt4075488,nm0347029,5196
tt4075488,nm1166131,17142
tt4075802,nm3762714,39597
tt4075952,nm4775134,44973
tt4076058,nm2546059,31061
tt4076154,nm5019592,46003
tt4076164,nm0451799,6628
tt4076344,nm0910534,12473
tt4076638,nm3589024,38292
tt4076744,nm3550782,38002
tt4076760,nm2940732,33479
tt4076824,nm2815884,32792
tt4076916,nm2120578,27896
tt4076926,nm4671160,44425
tt4076926,nm4059614,41314
tt4076926,nm4348198,42864
tt4076926,nm3750468,39514
tt4076926,nm2838508,32913
tt4076926,nm1185422,17521
tt4076926,nm3430702,37166
tt4076926,nm6808561,51975
tt4076926,nm4966249,45774
tt4076934,nm0005033,662
tt4076936,nm0994324,13308
tt4076980,nm0004784,641
tt4077108,nm0375114,5566
tt4077118,nm3745712,39479
tt4077528,nm1740890,24360
tt4077570,nm0637238,9043
tt4077608,nm6382772,50895
tt4077656,nm3761209,39586
tt4077742,nm5292399,47211
tt4077768,nm2253409,28782
tt4077956,nm6810100,51978
tt4077956,nm2422006,30273
tt4078160,nm0686903,9623
tt4078162,nm0492437,7174
tt4078822,nm4508464,43707
tt4078856,nm6810894,51980
tt4078932,nm1567813,22902
tt4078934,nm2005621,26876
tt4078976,nm0681005,9553
tt4079152,nm3148857,34738
tt4079298,nm5847087,49258
tt4079680,nm6206690,50392
tt4079680,nm3669468,38905
tt4079864,nm2285157,29088
tt4079864,nm2285959,29098
tt4079922,nm4331196,42791
tt4079922,nm3019699,33958
tt4079944,nm0464383,6804
tt4079976,nm0246159,3925
tt4079982,nm6811695,51982
tt4079994,nm3307417,36231
tt4080002,nm6276044,50606
tt4080028,nm1982933,26667
tt4080058,nm0432667,6329
tt4080072,nm0771791,10678
tt4080168,nm3410333,37011
tt4080386,nm1819881,25095
tt4080400,nm0195773,3313
tt4080594,nm1279817,19240
tt4080598,nm3118757,34565
tt4080666,nm5795801,49110
tt4080666,nm4829793,45222
tt4080672,nm1113528,16051
tt4080728,nm0391502,5755
tt4080760,nm5328372,47370
tt4080760,nm5328474,47371
tt4080768,nm0181117,3130
tt4080812,nm1419247,21441
tt4080956,nm0767160,10609
tt4081012,nm4360075,42932
tt4081450,nm0548944,7927
tt4081450,nm12653593,18950
tt4081630,nm1471372,22017
tt4081766,nm6782109,51912
tt4082004,nm0513790,7493
tt4082068,nm0002191,404
tt4082144,nm5657661,48632
tt4082314,nm4462007,43476
tt4082364,nm1481465,22125
tt4082364,nm0631744,8971
tt4082364,nm0708214,9899
tt4082402,nm3318829,36317
tt4082482,nm2046452,27273
tt4082506,nm3516113,37756
tt4082524,nm0229026,3724
tt4082536,nm0822560,11341
tt4082640,nm6813982,51986
tt4082644,nm1884065,25743
tt4083052,nm2858850,33037
tt4083200,nm2515286,30859
tt4083468,nm0792251,10953
tt4083496,nm5257113,47064
tt4083572,nm2721926,32184
tt4083740,nm3507706,37691
tt4083850,nm0240995,3861
tt4084056,nm0078704,1735
tt4084060,nm0277933,4310
tt4084076,nm1272889,19111
tt4084168,nm0754847,10426
tt4084282,nm5944750,49590
tt4084600,nm1854202,25474
tt4084672,nm6462148,51128
tt4084744,nm0596364,8502
tt4084912,nm6815733,51992
tt4084912,nm5975143,49686
tt4084954,nm0827806,11405
tt4085066,nm6352221,50815
tt4085084,nm1356951,20476
tt4085238,nm3700734,39174
tt4085238,nm3687574,39070
tt4085270,nm4821429,45184
tt4085412,nm3984377,40939
tt4085502,nm0098192,1993
tt4085696,nm0197636,3333
tt4085696,nm3614151,38470
tt4085944,nm0000365,71
tt4086018,nm1093728,15576
tt4086032,nm0741262,10256
tt4086116,nm1667332,23780
tt4086338,nm0947949,12938
tt4087362,nm6818173,51997
tt4087362,nm0768350,10625
tt4087570,nm0921173,12613
tt4087816,nm2142100,28065
tt4087914,nm3954257,40764
tt4087996,nm2408025,30161
tt4088268,nm0596407,8504
tt4088550,nm1352591,20405
tt4088588,nm0474398,6939
tt4088848,nm0698616,9772
tt4089360,nm4975801,45817
tt4089412,nm8691690,55989
tt4089412,nm10092682,13640
tt4089568,nm4835167,45247
tt4089612,nm6820188,52001
tt4089672,nm3666971,38887
tt4090040,nm4060204,41320
tt4092288,nm6808136,51974
tt4092288,nm6808135,51973
tt4092422,nm0429517,6286
tt4092422,nm1592495,23097
tt4093026,nm4093237,41483
tt4093680,nm1615371,23218
tt4093692,nm4051882,41273
tt4093816,nm6822391,52005
tt4093820,nm0578194,8268
tt4093860,nm3262957,35797
tt4093896,nm1503430,22338
tt4094128,nm6822698,52007
tt4094128,nm6822706,52008
tt4094144,nm3969228,40859
tt4094162,nm5306813,47279
tt4094258,nm3576014,38204
tt4094600,nm1881156,25714
tt4094724,nm0218621,3586
tt4094916,nm2544037,31051
tt4096608,nm3494613,37605
tt4096750,nm2803289,32691
tt4096762,nm3323018,36360
tt4096810,nm5045337,46108
tt4096814,nm4974378,45808
tt4097116,nm6825417,52017
tt4097336,nm3680002,38997
tt4097612,nm6826239,52018
tt4097640,nm3747278,39498
tt4097678,nm2005225,26870
tt4097826,nm3005195,33857
tt4102502,nm2832727,32874
tt4102502,nm0232984,3768
tt4102502,nm1104801,15871
tt4102502,nm1871490,25626
tt4102502,nm0689269,9657
tt4102722,nm1243970,18633
tt4103144,nm3421425,37086
tt4103470,nm0822597,11343
tt4103724,nm0039192,1248
tt4103832,nm6828378,52023
tt4103856,nm3059590,34180
tt4103920,nm1352877,20414
tt4104014,nm1761181,24567
tt4104022,nm1475479,22074
tt4104054,nm0662529,9362
tt4104186,nm0524900,7633
tt4104202,nm1984645,26684
tt4104212,nm3783639,39732
tt4104352,nm6829159,52025
tt4104354,nm0036537,1203
tt4104428,nm6123607,50136
tt4105466,nm2435824,30387
tt4105564,nm4502418,43674
tt4105584,nm2280443,29039
tt4105700,nm0558721,8038
tt4105970,nm2736593,32275
tt4106000,nm4671906,44436
tt4106264,nm3408424,36993
tt4106296,nm2270898,28934
tt4106306,nm0077911,1725
tt4106376,nm0702797,9828
tt4106514,nm0849786,11678
tt4107028,nm5497614,48051
tt4107526,nm2396176,30060
tt4107672,nm2640335,31679
tt4107858,nm1206356,17945
tt4107858,nm6832369,52030
tt4108068,nm1656218,23666
tt4108340,nm1337818,20152
tt4108340,nm0483811,7070
tt4108582,nm5366151,47471
tt4108582,nm2668723,31848
tt4108666,nm1527081,22538
tt4108740,nm6607191,51508
tt4108794,nm6833235,52031
tt4108894,nm1971643,26559
tt4108966,nm6833382,52032
tt4108984,nm6833415,52033
tt4109034,nm1355433,20448
tt4109238,nm2222126,28625
tt4109240,nm6833759,52034
tt4109242,nm1108509,15960
tt4109284,nm1802140,24943
tt4109438,nm8428225,55432
tt4109444,nm2413757,30206
tt4109632,nm0016074,943
tt4109658,nm6197095,50371
tt4109756,nm1642445,23529
tt4109998,nm4502709,43675
tt4110388,nm1027519,14060
tt4110400,nm1245735,18660
tt4110436,nm1856772,25500
tt4110568,nm0015295,930
tt4110664,nm3041658,34083
tt4110782,nm1312076,19748
tt4111044,nm2666502,31834
tt4111218,nm3588229,38282
tt4111262,nm1755525,24507
tt4111826,nm2419313,30251
tt4111956,nm6836268,52039
tt4111958,nm3122510,34585
tt4112354,nm6836540,52045
tt4112398,nm6836597,52046
tt4112940,nm6837112,52047
tt4113346,nm4584229,44097
tt4113796,nm0007887,828
tt4113846,nm3233049,35443
tt4114456,nm0144812,2599
tt4114630,nm1416684,21405
tt4114744,nm1463981,21960
tt4115048,nm3271326,35890
tt4115752,nm3797575,39818
tt4115786,nm0952998,13046
tt4115786,nm1618910,23258
tt4115932,nm1300275,19572
tt4116116,nm0265852,4140
tt4116284,nm0003021,482
tt4116388,nm3742962,39458
tt4116456,nm0462625,6773
tt4116488,nm5422361,47742
tt4117088,nm6840235,52050
tt4117094,nm1437277,21677
tt4117206,nm0774420,10713
tt4117310,nm4637563,44301
tt4117326,nm1531243,22565
tt4117510,nm2650383,31739
tt4117510,nm2652613,31751
tt4117538,nm1292950,19465
tt4117868,nm6841365,52052
tt4117924,nm0300168,4580
tt4118056,nm0854098,11728
tt4118056,nm5906364,49467
tt4118366,nm2963815,33614
tt4118606,nm1182611,17457
tt4118932,nm2161035,28234
tt4119026,nm6842635,52053
tt4119030,nm0586482,8367
tt4119054,nm1622138,23277
tt4119054,nm4535467,43834
tt4119208,nm4644049,44315
tt4119278,nm0501281,7311
tt4119420,nm5328307,47369
tt4119436,nm0809823,11170
tt4119590,nm1066739,14991
tt4119616,nm3088934,34377
tt4120176,nm0361135,5385
tt4120186,nm4381196,43031
tt4120210,nm0630112,8951
tt4120598,nm4999043,45923
tt4120642,nm6844247,52058
tt4120732,nm3403595,36946
tt4120762,nm3678342,38971
tt4121086,nm6624722,51556
tt4121152,nm0455133,6692
tt4121306,nm6847847,52071
tt4121562,nm4512974,43728
tt4121610,nm0226016,3690
tt4121866,nm0483576,7065
tt4122870,nm0374943,5562
tt4122948,nm6330682,50755
tt4123216,nm1867303,25579
tt4123248,nm6846887,52067
tt4123248,nm6846886,52066
tt4123264,nm4170489,41918
tt4123264,nm3290193,36076
tt4123414,nm2468155,30604
tt4123430,nm0946734,12915
tt4123432,nm0946734,12915
tt4123506,nm2049672,27289
tt4123648,nm1196933,17750
tt4123650,nm3774970,39679
tt4123718,nm0754817,10423
tt4123888,nm3048607,34128
tt4124980,nm6848183,52074
tt4125206,nm2829542,32850
tt4125274,nm6848295,52075
tt4125300,nm0412517,6077
tt4125372,nm0262561,4102
tt4125604,nm6848624,52078
tt4125630,nm3297234,36134
tt4125654,nm6848725,52079
tt4125710,nm1847908,25414
tt4125860,nm6849099,52081
tt4125880,nm6849122,52082
tt4126006,nm0576879,8258
tt4126038,nm5334437,47388
tt4126038,nm6849377,52083
tt4126394,nm4806266,45122
tt4126434,nm6406771,50966
tt4126438,nm1016333,13818
tt4126476,nm1788310,24848
tt4126568,nm4726966,44726
tt4126694,nm6850073,52087
tt4126870,nm1788067,24842
tt4126936,nm6850378,52088
tt4126940,nm4412381,43193
tt4127332,nm1295125,19502
tt4128382,nm2548099,31068
tt4128474,nm5453786,47853
tt4129428,nm1397301,21116
tt4129428,nm12886475,19399
tt4129802,nm2871282,33103
tt4129870,nm2559080,31152
tt4130180,nm1346543,20276
tt4130354,nm3607542,38426
tt4130354,nm2603135,31457
tt4130510,nm0145581,2607
tt4130510,nm0828288,11412
tt4130510,nm7332815,53110
tt4130762,nm3018833,33948
tt4130762,nm1993986,26776
tt4130762,nm0632726,8991
tt4130762,nm1651757,23642
tt4130762,nm1987731,26711
tt4130762,nm0866707,11893
tt4130762,nm1751801,24475
tt4130762,nm0945366,12892
tt4130788,nm3421291,37085
tt4130788,nm2041214,27229
tt4130788,nm1993986,26776
tt4130788,nm0632726,8991
tt4130788,nm1987731,26711
tt4130788,nm0866707,11893
tt4130788,nm1751801,24475
tt4130788,nm0945366,12892
tt4130944,nm3672972,38935
tt4130956,nm6854058,52093
tt4131150,nm4772581,44960
tt4131188,nm0467811,6851
tt4131210,nm6854296,52095
tt4131240,nm1255286,18813
tt4131244,nm1347324,20295
tt4131496,nm0638679,9065
tt4131508,nm1983893,26678
tt4131518,nm5796019,49112
tt4131622,nm5656411,48624
tt4131654,nm4637211,44300
tt4131682,nm1968783,26519
tt4131726,nm4804752,45111
tt4131756,nm1932706,26148
tt4131800,nm2149505,28121
tt4132172,nm3527198,37830
tt4132190,nm1054636,14728
tt4132248,nm4882677,45390
tt4132260,nm1624097,23300
tt4132328,nm5273949,47127
tt4132382,nm6855272,52101
tt4132624,nm6696089,51727
tt4132834,nm3670254,38916
tt4132834,nm2488902,30727
tt4132970,nm1242733,18614
tt4133088,nm3566238,38125
tt4133126,nm5518171,48151
tt4133310,nm0313743,4745
tt4134782,nm1155349,16906
tt4134826,nm3172762,34892
tt4134856,nm1096550,15651
tt4135016,nm3347134,36560
tt4135076,nm3132183,34647
tt4135326,nm1849850,25435
tt4135342,nm4050406,41265
tt4135418,nm2820986,32820
tt4135418,nm2576542,31278
tt4135500,nm6857486,52106
tt4135844,nm3563342,38109
tt4135952,nm6857896,52108
tt4136076,nm6857971,52109
tt4136076,nm6018871,49840
tt4136084,nm0001241,259
tt4136094,nm1644501,23567
tt4136108,nm6288959,50648
tt4136312,nm3556981,38055
tt4136438,nm5903939,49458
tt4136456,nm0821406,11324
tt4136518,nm0325998,4918
tt4136534,nm5008380,45961
tt4136636,nm0002699,449
tt4136696,nm6859022,52110
tt4136846,nm6859263,52111
tt4136870,nm6034225,49894
tt4137242,nm6400184,50947
tt4137246,nm6859716,52113
tt4137246,nm2997442,33821
tt4137380,nm0427517,6261
tt4137714,nm1071617,15095
tt4138004,nm3773771,39669
tt4138254,nm0721351,10035
tt4138306,nm1650279,23624
tt4138422,nm3570551,38162
tt4138610,nm4011495,41094
tt4138618,nm2897157,33244
tt4139124,nm1534595,22606
tt4139588,nm0959774,13153
tt4139928,nm2850440,32988
tt4141024,nm0881372,12116
tt4141260,nm1427579,21548
tt4141368,nm2096009,27664
tt4141936,nm5329628,47379
tt4142094,nm1214458,18087
tt4142094,nm1430112,21584
tt4142364,nm2514866,30855
tt4142394,nm0784805,10853
tt4142762,nm5422817,47746
tt4143148,nm4679270,44462
tt4143626,nm0504963,7363
tt4144034,nm4409181,43171
tt4144156,nm1870886,25619
tt4144190,nm0001754,348
tt4144206,nm0478172,6993
tt4144332,nm2978148,33707
tt4144350,nm5141259,46567
tt4144766,nm0043335,1312
tt4144914,nm2897157,33244
tt4144932,nm0043335,1312
tt4145108,nm0036654,1205
tt4145304,nm1829290,25196
tt4145324,nm1714788,24089
tt4145350,nm2244594,28732
tt4145836,nm3163561,34837
tt4146170,nm6421037,51008
tt4146350,nm2123121,27919
tt4146378,nm2756957,32408
tt4146622,nm0093051,1928
tt4146876,nm6332285,50758
tt4146876,nm2335064,29509
tt4146964,nm5501460,48065
tt4147090,nm5897177,49433
tt4147090,nm2583651,31317
tt4147210,nm2325744,29434
tt4147562,nm6704806,51740
tt4147572,nm1500124,22299
tt4147596,nm1192940,17660
tt4148246,nm4798400,45069
tt4148400,nm1754460,24491
tt4148430,nm6868968,52130
tt4148808,nm3280801,35983
tt4149092,nm1377673,20784
tt4149092,nm6386886,50905
tt4149520,nm6822040,52003
tt4149656,nm4740337,44811
tt4149732,nm0629152,8930
tt4150316,nm6981474,52381
tt4150494,nm3281319,35988
tt4151002,nm3584578,38260
tt4151128,nm3700117,39166
tt4151176,nm4163391,41897
tt4151198,nm0130369,2420
tt4151206,nm5553272,48269
tt4151346,nm3295433,36117
tt4151400,nm6012692,49817
tt4151478,nm3216227,35252
tt4152122,nm6872320,52137
tt4152148,nm0913818,12516
tt4152174,nm1649962,23620
tt4152210,nm0570165,8188
tt4152212,nm0570165,8188
tt4152230,nm6866431,52123
tt4152374,nm3262576,35795
tt4152820,nm6872590,52139
tt4153052,nm0099276,2005
tt4153324,nm2065321,27427
tt4153330,nm0433588,6339
tt4153376,nm3161405,34817
tt4153376,nm3285716,36042
tt4153602,nm6872965,52141
tt4153708,nm1548648,22734
tt4153828,nm1819612,25093
tt4153828,nm0351921,5265
tt4154004,nm0004250,597
tt4154518,nm4717277,44665
tt4154526,nm5394825,47593
tt4154558,\N,0
tt4154664,nm1349818,20338
tt4154664,nm0281396,4354
tt4154756,nm0751577,10381
tt4154756,nm0751648,10385
tt4154796,nm0751577,10381
tt4154796,nm0751648,10385
tt4154916,nm0618680,8789
tt4155318,nm5008380,45961
tt4155436,\N,0
tt4155534,nm0051643,1412
tt4155534,nm1445824,21761
tt4155534,nm1762349,24590
tt4156050,nm6232624,50485
tt4156056,nm2772974,32501
tt4156152,nm0992159,13278
tt4156348,nm6874360,52143
tt4156348,nm1977735,26620
tt4156646,nm2128244,27961
tt4156816,nm6126841,50143
tt4156972,nm2517301,30875
tt4157144,nm1387057,20943
tt4157510,nm5093086,46335
tt4157712,nm6876835,52151
tt4157728,nm4678690,44459
tt4157782,nm0377573,5594
tt4158096,nm1296554,19526
tt4158316,nm4097598,41496
tt4158564,nm5100155,46363
tt4158582,nm1614991,23212
tt4158594,nm4285728,42570
tt4158624,nm0217433,3565
tt4158862,nm4287919,42592
tt4158876,nm6287571,50639
tt4159182,nm2677924,31919
tt4159448,nm3878526,40295
tt4159448,nm6877826,52153
tt4159698,nm0584439,8347
tt4160100,nm0726457,10093
tt4160208,nm0681247,9555
tt4160546,nm6879620,52156
tt4160608,nm4694844,44537
tt4160708,nm1793079,24891
tt4160726,nm0048037,1362
tt4160788,nm4086269,41450
tt4161036,nm3653899,38802
tt4161096,nm3680655,39006
tt4161248,nm1141046,16632
tt4161288,nm0067009,1589
tt4161358,nm0359144,5363
tt4161376,nm5141259,46567
tt4161376,nm6880481,52158
tt4161376,nm10150409,13784
tt4161376,nm6880484,52160
tt4161376,nm6880485,52161
tt4161376,nm6864997,52122
tt4161376,nm6880483,52159
tt4161396,nm3177051,34920
tt4161414,nm1497615,22274
tt4161482,nm6880556,52162
tt4161538,nm1597664,23149
tt4161544,nm0871031,11956
tt4161564,nm0030681,1127
tt4161564,nm0300858,4589
tt4161586,nm0894742,12267
tt4161632,nm0876942,12052
tt4161932,nm4214486,42195
tt4161962,nm0728048,10115
tt4162012,nm0323219,4864
tt4162034,nm0261489,4090
tt4162100,nm3086177,34361
tt4162288,nm1418626,21432
tt4162440,nm2134681,28019
tt4162718,nm6835848,52037
tt4162860,nm1756579,24517
tt4162910,nm0793802,10969
tt4162910,nm5228798,46931
tt4162986,nm5012192,45979
tt4162992,nm1018246,13862
tt4163020,nm1135423,16516
tt4163020,nm2130745,27981
tt4163020,nm0317368,4792
tt4163020,nm1756590,24519
tt4163020,nm0551076,7948
tt4163020,nm1031246,14162
tt4163020,nm0579079,8280
tt4163020,nm0662180,9356
tt4163020,nm0771546,10672
tt4163020,nm0804345,11105
tt4163020,nm2099491,27700
tt4163042,nm1952266,26346
tt4163094,nm3960381,40801
tt4163138,nm1922735,26084
tt4163224,nm1304669,19636
tt4163342,nm2308287,29285
tt4163356,nm4524554,43781
tt4163636,nm0494355,7203
tt4163644,nm0687913,9632
tt4163960,nm6070731,50001
tt4164244,nm4847060,45289
tt4164442,nm4579146,44070
tt4164468,nm0917669,12569
tt4164472,nm3628461,38585
tt4164482,nm1879025,25689
tt4164508,nm4578203,44057
tt4164572,nm1758771,24542
tt4165094,nm4978874,45834
tt4165204,nm0476662,6975
tt4165392,nm0185214,3181
tt4165838,nm3131000,34638
tt4165920,nm4436655,43322
tt4165920,nm3021817,33969
tt4166112,nm1729191,24239
tt4166648,nm3202371,35113
tt4167244,nm4613200,44212
tt4167524,nm2753976,32375
tt4167524,nm6893568,52189
tt4167720,nm2115758,27858
tt4167832,nm5644409,48585
tt4168022,nm1091436,15525
tt4168022,nm2907074,33285
tt4168022,nm0728317,10120
tt4168188,nm0062614,1542
tt4168248,nm1490822,22214
tt4168252,nm2871876,33108
tt4168280,nm6334204,50766
tt4168286,nm1179187,17399
tt4168286,nm0784884,10855
tt4168470,nm1802173,24948
tt4168502,nm1291916,19444
tt4168628,nm1847673,25398
tt4168822,nm1520715,22495
tt4169074,nm2038227,27201
tt4169106,\N,0
tt4169146,nm1699715,23991
tt4169250,nm3109770,34496
tt4169250,nm14112827,21326
tt4169300,nm3670383,38918
tt4169300,nm6886841,52174
tt4169580,nm3622498,38543
tt4169728,nm6887190,52175
tt4170168,nm1995403,26793
tt4170186,nm0576548,8249
tt4170190,nm6887615,52177
tt4170190,nm1637935,23491
tt4170394,nm6907440,52220
tt4170464,nm1625473,23315
tt4170472,nm6225858,50458
tt4170514,nm0812373,11205
tt4170972,nm2045606,27267
tt4171362,nm6888778,52180
tt4171606,nm0833708,11463
tt4171876,nm1292886,19463
tt4171976,nm1950954,26330
tt4171982,nm0344230,5159
tt4172042,nm0188335,3222
tt4172146,nm1107652,15936
tt4172398,nm6144819,50202
tt4172402,nm4017230,41126
tt4172430,nm0000881,191
tt4172498,nm1784327,24798
tt4172510,nm1777588,24741
tt4172746,nm1641317,23521
tt4173170,nm1457822,21871
tt4173184,nm1040998,14376
tt4173420,nm3176690,34915
tt4173442,nm0609399,8656
tt4173478,nm0475905,6959
tt4173494,nm0814469,11237
tt4173614,nm0442194,6480
tt4174480,nm1836922,25268
tt4174480,nm0593420,8464
tt4174516,nm3681385,39016
tt4174526,nm1203987,17892
tt4174536,nm4401279,43130
tt4174852,nm3340981,36510
tt4174926,nm3931392,40598
tt4175658,nm1069969,15060
tt4175814,nm1731701,24275
tt4175888,nm1097519,15674
tt4175960,nm6893146,52188
tt4176556,nm0308039,4679
tt4176776,nm0001429,292
tt4176826,nm1177494,17367
tt4176928,nm0845957,11611
tt4176984,nm0476206,6968
tt4177018,nm3604358,38409
tt4177080,nm4060000,41318
tt4177328,nm1720917,24146
tt4177442,nm6894432,52191
tt4177442,nm6894450,52192
tt4177498,nm4577982,44056
tt4177670,nm2195116,28434
tt4177674,nm2859782,33043
tt4177822,nm1914394,26011
tt4177856,nm4488703,43599
tt4177982,nm6895014,52193
tt4178092,nm0249291,3956
tt4178118,nm6895146,52194
tt4178166,nm0249050,3951
tt4178850,nm4259204,42428
tt4179040,nm0583675,8341
tt4179330,nm0498034,7267
