certification,budget,revenue,imdb_id
,,,0
R,72000000.0,27642700.0,tt0272020
R,0.0,0.0,tt0272036
,0.0,0.0,tt0272068
,40000.0,0.0,tt0272069
,0.0,0.0,tt0272087
PG-13,48000000.0,50315100.0,tt0272152
,0.0,0.0,tt0272362
,0.0,0.0,tt0272440
,0.0,0.0,tt0272454
,0.0,0.0,tt0272563
R,0.0,0.0,tt0272590
,0.0,0.0,tt0272647
,0.0,0.0,tt0272822
R,0.0,0.0,tt0273048
R,0.0,0.0,tt0273057
,0.0,0.0,tt0273083
,0.0,0.0,tt0273226
,0.0,0.0,tt0273228
,0.0,251058.0,tt0273253
,0.0,0.0,tt0273259
PG,0.0,0.0,tt0273300
,0.0,0.0,tt0273302
,0.0,0.0,tt0273311
,2500000.0,0.0,tt0273498
,0.0,0.0,tt0273514
,1750000.0,0.0,tt0273539
,0.0,0.0,tt0273567
,0.0,299171.0,tt0273607
NR,0.0,0.0,tt0273650
,0.0,0.0,tt0273726
G,25000000.0,18634700.0,tt0273799
,0.0,0.0,tt0273812
,0.0,0.0,tt0273822
R,0.0,0.0,tt0273850
,0.0,0.0,tt0273851
,1000000.0,0.0,tt0274057
,0.0,0.0,tt0274117
,0.0,0.0,tt0274181
,0.0,0.0,tt0274189
,0.0,0.0,tt0274323
,0.0,0.0,tt0274432
R,0.0,0.0,tt0274472
R,0.0,215339.0,tt0274497
,0.0,0.0,tt0274541
,0.0,0.0,tt0274626
PG-13,0.0,0.0,tt0274652
,0.0,0.0,tt0274680
,250000.0,1200000.0,tt0274716
,0.0,0.0,tt0274748
,0.0,0.0,tt0274861
,0.0,0.0,tt0274868
,0.0,0.0,tt0274874
,0.0,0.0,tt0274947
,0.0,0.0,tt0275067
,8000000.0,0.0,tt0275083
,0.0,0.0,tt0275182
PG-13,0.0,0.0,tt0275230
,0.0,0.0,tt0275277
,0.0,0.0,tt0275468
PG-13,0.0,0.0,tt0275527
,0.0,0.0,tt0275538
,4000000.0,0.0,tt0275611
,0.0,0.0,tt0275615
,0.0,0.0,tt0275655
,0.0,0.0,tt0275681
R,0.0,70569.0,tt0275688
,100000.0,490475.0,tt0275719
,0.0,0.0,tt0275735
,0.0,0.0,tt0275772
,400000.0,0.0,tt0275773
,0.0,0.0,tt0275876
,0.0,0.0,tt0275902
,0.0,0.0,tt0275913
,0.0,0.0,tt0275969
,0.0,0.0,tt0276052
G,0.0,0.0,tt0276198
,0.0,0.0,tt0276226
,0.0,0.0,tt0276276
,0.0,0.0,tt0276437
,0.0,0.0,tt0276501
,0.0,0.0,tt0276504
,300000.0,0.0,tt0276584
,0.0,0.0,tt0276607
,250000.0,0.0,tt0276617
,0.0,0.0,tt0276637
,0.0,0.0,tt0276773
,0.0,0.0,tt0276818
,0.0,0.0,tt0276820
,0.0,0.0,tt0276837
R,0.0,0.0,tt0276868
,0.0,0.0,tt0276893
,0.0,0.0,tt0276971
R,50.0,60.0,tt0276977
PG-13,22000000.0,92542400.0,tt0277027
,0.0,0.0,tt0277092
,0.0,0.0,tt0277255
,0.0,0.0,tt0277327
R,16000000.0,66468300.0,tt0277371
,0.0,0.0,tt0277386
,0.0,0.0,tt0277558
,0.0,0.0,tt0277622
,0.0,0.0,tt0277688
R,0.0,0.0,tt0277705
R,0.0,0.0,tt0277713
,0.0,0.0,tt0277799
,0.0,0.0,tt0277800
,0.0,0.0,tt0277909
,0.0,0.0,tt0277919
,0.0,0.0,tt0277925
,0.0,0.0,tt0277928
,0.0,0.0,tt0277975
,0.0,0.0,tt0278006
,0.0,0.0,tt0278026
,0.0,0.0,tt0278044
,0.0,0.0,tt0278159
,0.0,0.0,tt0278162
,0.0,0.0,tt0278380
,0.0,0.0,tt0278412
,0.0,0.0,tt0278413
,0.0,0.0,tt0278487
,12000000.0,31155400.0,tt0278488
,0.0,0.0,tt0278666
,0.0,0.0,tt0278674
,0.0,10000000.0,tt0278675
,0.0,0.0,tt0278783
,0.0,0.0,tt0278818
,0.0,0.0,tt0278976
,0.0,0.0,tt0279064
,0.0,0.0,tt0279065
,0.0,0.0,tt0279083
NR,9400000.0,20000000.0,tt0279112
,0.0,0.0,tt0279231
,0.0,0.0,tt0279248
,0.0,0.0,tt0279286
NR,0.0,0.0,tt0279479
,0.0,0.0,tt0279483
,0.0,0.0,tt0279485
,0.0,0.0,tt0279494
,0.0,0.0,tt0279523
,0.0,0.0,tt0279623
,3000000.0,0.0,tt0279695
,0.0,0.0,tt0279783
R,0.0,0.0,tt0279809
PG,38000000.0,24516800.0,tt0279889
,0.0,0.0,tt0279926
,0.0,0.0,tt0279960
,0.0,0.0,tt0279977
,0.0,0.0,tt0279998
,0.0,0.0,tt0280001
,0.0,0.0,tt0280015
,0.0,0.0,tt0280096
,0.0,0.0,tt0280140
,0.0,0.0,tt0280193
,0.0,0.0,tt0280198
,200000.0,0.0,tt0280381
NR,0.0,0.0,tt0280383
,0.0,0.0,tt0280424
R,0.0,0.0,tt0280456
,0.0,0.0,tt0280465
,0.0,0.0,tt0280697
R,19800000.0,87754000.0,tt0280707
,0.0,0.0,tt0280732
,0.0,0.0,tt0280733
R,5500000.0,16154000.0,tt0280778
,0.0,0.0,tt0280788
,30.0,0.0,tt0280791
,0.0,0.0,tt0280933
,0.0,0.0,tt0280956
,0.0,0.0,tt0280962
,0.0,0.0,tt0281094
,0.0,0.0,tt0281144
,0.0,0.0,tt0281202
R,165000.0,0.0,tt0281203
,0.0,0.0,tt0281214
,0.0,0.0,tt0281339
,0.0,0.0,tt0281357
,15300000.0,10366400.0,tt0281364
,0.0,0.0,tt0281398
,575100.0,0.0,tt0281615
PG-13,600000.0,1023160.0,tt0281680
,0.0,0.0,tt0281718
,0.0,0.0,tt0281810
,0.0,0.0,tt0281954
,1000000.0,0.0,tt0282023
,18000000.0,0.0,tt0282108
,0.0,0.0,tt0282159
R,0.0,0.0,tt0282163
R,0.0,0.0,tt0282179
,0.0,0.0,tt0282184
,0.0,0.0,tt0282363
,0.0,0.0,tt0282455
,500000.0,0.0,tt0282484
R,0.0,0.0,tt0282489
,0.0,0.0,tt0282496
-,0.0,0.0,tt0282526
,0.0,0.0,tt0282528
,0.0,0.0,tt0282542
PG,0.0,0.0,tt0282589
,0.0,0.0,tt0282599
,0.0,0.0,tt0282628
,0.0,0.0,tt0282701
,0.0,0.0,tt0282744
,0.0,0.0,tt0282753
PG,0.0,0.0,tt0282768
,0.0,0.0,tt0282776
,0.0,0.0,tt0282965
,4000000.0,0.0,tt0283015
R,0.0,0.0,tt0283027
,0.0,0.0,tt0283037
,0.0,0.0,tt0283079
,0.0,0.0,tt0283086
,0.0,0.0,tt0283269
,0.0,0.0,tt0283283
R,0.0,0.0,tt0283288
,0.0,0.0,tt0283309
R,0.0,0.0,tt0283323
,0.0,0.0,tt0283337
,0.0,0.0,tt0283366
,0.0,0.0,tt0283372
,0.0,0.0,tt0283380
R,0.0,0.0,tt0283387
,0.0,0.0,tt0283422
,0.0,0.0,tt0283428
,0.0,0.0,tt0283429
,0.0,0.0,tt0283431
,0.0,0.0,tt0283504
,1012150.0,0.0,tt0283509
,0.0,0.0,tt0283510
,0.0,0.0,tt0283534
,0.0,0.0,tt0283539
,0.0,0.0,tt0283623
,0.0,0.0,tt0283641
,0.0,0.0,tt0283663
,0.0,0.0,tt0283911
,0.0,0.0,tt0283952
,0.0,0.0,tt0283960
,0.0,0.0,tt0284007
,0.0,0.0,tt0284137
,0.0,0.0,tt0284182
,250000.0,0.0,tt0284189
,0.0,0.0,tt0284214
,0.0,0.0,tt0284229
PG-13,0.0,0.0,tt0284233
,0.0,0.0,tt0284235
,0.0,0.0,tt0284253
,0.0,0.0,tt0284451
,0.0,1825000.0,tt0284469
,0.0,0.0,tt0284470
,1200000.0,0.0,tt0284491
,0.0,0.0,tt0284492
,0.0,0.0,tt0284525
NR,0.0,0.0,tt0284573
,0.0,0.0,tt0284769
,0.0,0.0,tt0284839
,0.0,0.0,tt0284867
,0.0,0.0,tt0284878
R,0.0,0.0,tt0284880
,0.0,0.0,tt0284907
,0.0,0.0,tt0284970
,0.0,0.0,tt0285005
,0.0,0.0,tt0285066
,0.0,0.0,tt0285100
,0.0,0.0,tt0285166
PG-13,0.0,0.0,tt0285242
,0.0,0.0,tt0285280
,0.0,0.0,tt0285281
,0.0,0.0,tt0285440
R,1934000.0,3786800.0,tt0285441
,0.0,0.0,tt0285681
,0.0,0.0,tt0285685
,0.0,0.0,tt0285698
R,4000000.0,44909500.0,tt0285742
,0.0,0.0,tt0285848
,0.0,0.0,tt0285896
,0.0,0.0,tt0285954
,0.0,0.0,tt0285963
,0.0,0.0,tt0285999
R,1000000.0,0.0,tt0286055
,0.0,35000000.0,tt0286098
PG,10000000.0,42776800.0,tt0286112
,0.0,0.0,tt0286249
,0.0,0.0,tt0286476
R,0.0,0.0,tt0286484
,0.0,0.0,tt0286553
,0.0,0.0,tt0286613
,0.0,0.0,tt0286623
,0.0,0.0,tt0286635
R,25000000.0,318451.0,tt0286751
,0.0,0.0,tt0286795
,0.0,0.0,tt0286797
,0.0,60700.0,tt0286917
,0.0,0.0,tt0287031
,0.0,0.0,tt0287045
,0.0,0.0,tt0287048
,0.0,0.0,tt0287092
,0.0,0.0,tt0287112
,0.0,0.0,tt0287155
,0.0,0.0,tt0287330
,0.0,0.0,tt0287471
PG,7500000.0,0.0,tt0287547
PG,0.0,28023600.0,tt0287635
,0.0,0.0,tt0287645
,0.0,0.0,tt0287803
,0.0,0.0,tt0287915
,0.0,0.0,tt0287934
,0.0,0.0,tt0287986
,0.0,0.0,tt0288024
,0.0,0.0,tt0288092
,0.0,0.0,tt0288115
,0.0,0.0,tt0288142
,100000.0,0.0,tt0288192
R,0.0,0.0,tt0288215
,0.0,0.0,tt0288260
,0.0,0.0,tt0288480
,0.0,0.0,tt0288491
,0.0,0.0,tt0288520
,0.0,0.0,tt0288602
,0.0,0.0,tt0288626
,0.0,0.0,tt0288719
,0.0,0.0,tt0288869
,0.0,0.0,tt0289054
,0.0,0.0,tt0289074
,0.0,0.0,tt0289132
,0.0,0.0,tt0289181
,0.0,0.0,tt0289213
,0.0,0.0,tt0289730
,0.0,0.0,tt0289845
,0.0,0.0,tt0290006
,0.0,0.0,tt0290028
R,0.0,0.0,tt0290082
,0.0,0.0,tt0290298
,0.0,0.0,tt0290322
,0.0,1486990.0,tt0290326
R,60400.0,0.0,tt0290329
PG,7000000.0,10229300.0,tt0290332
,0.0,0.0,tt0290498
,0.0,0.0,tt0290661
,0.0,52462.0,tt0290662
,0.0,0.0,tt0290714
,0.0,0.0,tt0290745
,0.0,0.0,tt0290823
,0.0,0.0,tt0290824
,0.0,0.0,tt0290841
PG-13,0.0,0.0,tt0290858
,0.0,0.0,tt0290879
PG,0.0,0.0,tt0290884
,0.0,0.0,tt0290941
,0.0,0.0,tt0291043
,0.0,0.0,tt0291046
,0.0,0.0,tt0291183
R,0.0,0.0,tt0291265
,0.0,0.0,tt0291327
R,0.0,0.0,tt0291341
,0.0,37641.0,tt0291350
,0.0,0.0,tt0291368
R,0.0,0.0,tt0291424
,0.0,0.0,tt0291454
,0.0,0.0,tt0291507
,0.0,0.0,tt0291530
R,0.0,0.0,tt0291559
,0.0,0.0,tt0291935
G,0.0,0.0,tt0291959
,0.0,0.0,tt0291962
,0.0,0.0,tt0292346
,0.0,0.0,tt0292429
,0.0,0.0,tt0292432
,0.0,0.0,tt0292459
,2079000.0,4099000.0,tt0292490
,0.0,0.0,tt0292502
R,0.0,0.0,tt0292542
,0.0,0.0,tt0292707
,0.0,0.0,tt0292718
,0.0,0.0,tt0292887
,0.0,0.0,tt0292895
,0.0,0.0,tt0292964
PG,0.0,0.0,tt0292996
,0.0,0.0,tt0292997
,0.0,0.0,tt0293049
,0.0,0.0,tt0293083
R,0.0,0.0,tt0293176
,0.0,0.0,tt0293280
PG-13,15000000.0,4035190.0,tt0293416
,0.0,0.0,tt0293478
,0.0,0.0,tt0293552
,0.0,0.0,tt0293664
,0.0,0.0,tt0293667
,0.0,0.0,tt0293715
,0.0,0.0,tt0293720
,0.0,0.0,tt0293831
,0.0,14847000.0,tt0293849
G,0.0,0.0,tt0293854
,0.0,0.0,tt0293859
,0.0,0.0,tt0293865
,0.0,0.0,tt0293984
,0.0,0.0,tt0294251
,344.0,4.0,tt0294289
,0.0,0.0,tt0294353
R,0.0,0.0,tt0294413
,200000.0,0.0,tt0294578
,0.0,0.0,tt0294604
,0.0,0.0,tt0294640
,0.0,1260920.0,tt0294707
NC-17,0.0,0.0,tt0294897
,0.0,0.0,tt0294916
,0.0,0.0,tt0294939
,0.0,0.0,tt0294949
,0.0,0.0,tt0295152
,0.0,0.0,tt0295165
,0.0,0.0,tt0295171
,0.0,0.0,tt0295179
,0.0,0.0,tt0295197
NR,0.0,0.0,tt0295206
,0.0,0.0,tt0295258
,0.0,0.0,tt0295281
,0.0,0.0,tt0295362
,0.0,0.0,tt0295368
,0.0,0.0,tt0295461
,0.0,0.0,tt0295473
,5000000.0,0.0,tt0295552
,0.0,0.0,tt0295556
,0.0,756370.0,tt0295578
,0.0,0.0,tt0295581
,0.0,0.0,tt0295640
,0.0,0.0,tt0295671
,0.0,0.0,tt0295715
,5200000.0,0.0,tt0295925
,0.0,0.0,tt0296008
,0.0,0.0,tt0296032
,1400010.0,80631.0,tt0296042
NR,0.0,0.0,tt0296067
,0.0,0.0,tt0296074
,0.0,0.0,tt0296210
,0.0,0.0,tt0296296
,0.0,0.0,tt0296494
,0.0,0.0,tt0296621
,0.0,0.0,tt0296658
,0.0,0.0,tt0296696
PG,0.0,0.0,tt0296845
,0.0,0.0,tt0296919
PG-13,0.0,0.0,tt0297024
,0.0,0.0,tt0297071
R,0.0,0.0,tt0297080
,0.0,0.0,tt0297241
,0.0,0.0,tt0297259
,0.0,0.0,tt0297319
,0.0,0.0,tt0297384
,0.0,0.0,tt0297398
,0.0,0.0,tt0297403
,0.0,0.0,tt0297414
,0.0,0.0,tt0297441
,0.0,0.0,tt0297462
,0.0,0.0,tt0297699
,0.0,0.0,tt0297721
R,0.0,0.0,tt0297769
,0.0,0.0,tt0297856
,0.0,0.0,tt0297905
,0.0,0.0,tt0297928
,0.0,0.0,tt0298109
,0.0,0.0,tt0298127
NR,0.0,0.0,tt0298293
,0.0,0.0,tt0298412
,0.0,0.0,tt0298505
,0.0,0.0,tt0298786
,0.0,0.0,tt0298826
,0.0,0.0,tt0298865
,0.0,0.0,tt0298943
,1750000.0,0.0,tt0298954
,0.0,0.0,tt0299088
,0.0,0.0,tt0299109
,0.0,0.0,tt0299213
NC-17,0.0,0.0,tt0299549
,0.0,0.0,tt0299594
R,0.0,0.0,tt0299712
,0.0,0.0,tt0299744
,0.0,0.0,tt0299876
,0.0,0.0,tt0299937
,0.0,0.0,tt0300016
,0.0,0.0,tt0300197
,0.0,0.0,tt0300456
,0.0,0.0,tt0300522
,0.0,0.0,tt0300525
,0.0,0.0,tt0300528
,0.0,0.0,tt0300633
,4600000.0,0.0,tt0300657
,0.0,0.0,tt0300692
,0.0,0.0,tt0301083
,0.0,0.0,tt0301254
,0.0,0.0,tt0301429
,0.0,0.0,tt0301479
,0.0,0.0,tt0301520
,0.0,0.0,tt0301527
,0.0,0.0,tt0301677
,0.0,0.0,tt0301911
NR,0.0,0.0,tt0302309
,0.0,0.0,tt0302432
,0.0,0.0,tt0302538
,0.0,0.0,tt0302612
PG,0.0,0.0,tt0302819
R,0.0,0.0,tt0303103
,1900000.0,240093.0,tt0303243
,0.0,0.0,tt0303260
,0.0,0.0,tt0303274
,0.0,0.0,tt0303396
,0.0,0.0,tt0303397
,0.0,0.0,tt0303408
,0.0,0.0,tt0303648
NC-17,0.0,0.0,tt0303677
,0.0,0.0,tt0303720
,0.0,0.0,tt0303998
,0.0,0.0,tt0304091
,0.0,0.0,tt0304098
,0.0,0.0,tt0304230
,0.0,0.0,tt0304262
,0.0,0.0,tt0304628
,0.0,0.0,tt0304695
,0.0,0.0,tt0304704
,0.0,0.0,tt0304753
,0.0,0.0,tt0304769
NR,0.0,0.0,tt0304790
,0.0,0.0,tt0304809
,0.0,0.0,tt0304866
,0.0,0.0,tt0304874
,0.0,0.0,tt0305211
,0.0,0.0,tt0305240
,300.0,0.0,tt0305563
,0.0,0.0,tt0305647
,12.0,0.0,tt0305793
,0.0,0.0,tt0305831
,0.0,0.0,tt0305859
NR,0.0,0.0,tt0306135
,0.0,0.0,tt0306359
,0.0,0.0,tt0306474
,2000.0,0.0,tt0306568
,0.0,0.0,tt0306651
,0.0,0.0,tt0306708
,0.0,0.0,tt0306741
,0.0,0.0,tt0306874
,40000.0,0.0,tt0307109
,0.0,62100.0,tt0307213
R,0.0,0.0,tt0307448
,0.0,0.0,tt0307680
,0.0,0.0,tt0308049
,0.0,0.0,tt0308280
,0.0,0.0,tt0308977
,0.0,0.0,tt0309059
,0.0,0.0,tt0309291
,0.0,0.0,tt0309694
,0.0,0.0,tt0309734
,0.0,77567.0,tt0310149
,3747230.0,1951820.0,tt0310790
R,100000.0,0.0,tt0311361
,0.0,0.0,tt0311582
,0.0,0.0,tt0311740
,0.0,0.0,tt0311792
,0.0,0.0,tt0311939
,0.0,0.0,tt0312014
NR,0.0,0.0,tt0312297
,0.0,0.0,tt0312408
,0.0,0.0,tt0312412
,0.0,0.0,tt0312499
,0.0,0.0,tt0312563
,0.0,0.0,tt0312687
,250000.0,0.0,tt0312843
,0.0,0.0,tt0312932
,0.0,0.0,tt0313342
,0.0,0.0,tt0313403
,0.0,0.0,tt0313812
,0.0,0.0,tt0314079
,0.0,0.0,tt0314134
,0.0,0.0,tt0314474
,0.0,0.0,tt0314789
,0.0,0.0,tt0315253
,0.0,0.0,tt0315375
,0.0,0.0,tt0315521
,0.0,0.0,tt0316955
,0.0,0.0,tt0317079
,0.0,0.0,tt0317333
,0.0,0.0,tt0317743
,0.0,0.0,tt0318073
,0.0,0.0,tt0318284
,0.0,0.0,tt0318359
,0.0,0.0,tt0318844
NR,40000.0,0.0,tt0320187
,0.0,0.0,tt0320641
,0.0,0.0,tt0320671
,0.0,0.0,tt0321649
R,0.0,0.0,tt0321959
,0.0,0.0,tt0322189
,0.0,0.0,tt0322232
,0.0,0.0,tt0322423
PG-13,10540.0,0.0,tt0322645
,0.0,0.0,tt0322852
,0.0,0.0,tt0323458
,0.0,0.0,tt0324368
,0.0,0.0,tt0325043
,0.0,0.0,tt0325170
,0.0,0.0,tt0325174
,0.0,0.0,tt0325181
,0.0,0.0,tt0325730
NR,0.0,0.0,tt0325758
,0.0,0.0,tt0326009
,0.0,0.0,tt0326745
,0.0,0.0,tt0326756
,0.0,0.0,tt0327730
,0.0,0.0,tt0328033
NR,0.0,0.0,tt0328226
,0.0,0.0,tt0328420
,0.0,0.0,tt0328567
,0.0,0.0,tt0329276
PG,0.0,0.0,tt0329589
,0.0,0.0,tt0329768
,0.0,0.0,tt0329777
,0.0,0.0,tt0329792
,0.0,0.0,tt0330147
,0.0,0.0,tt0330410
,0.0,0.0,tt0330501
,0.0,0.0,tt0330796
,0.0,0.0,tt0330994
,0.0,0.0,tt0331097
,0.0,0.0,tt0331262
,0.0,0.0,tt0331441
,0.0,0.0,tt0331906
,0.0,0.0,tt0331997
,0.0,0.0,tt0332129
,0.0,0.0,tt0332260
,0.0,0.0,tt0335053
,0.0,0.0,tt0337024
,0.0,0.0,tt0337628
,0.0,0.0,tt0338679
NR,0.0,0.0,tt0338988
,0.0,0.0,tt0339847
,0.0,0.0,tt0341571
,0.0,0.0,tt0343175
,0.0,0.0,tt0345885
,0.0,0.0,tt0345975
NR,1200000.0,0.0,tt0347014
,0.0,0.0,tt0347161
,0.0,0.0,tt0348087
,0.0,0.0,tt0349092
,0.0,0.0,tt0349470
,0.0,0.0,tt0353523
,0.0,0.0,tt0353533
,0.0,0.0,tt0354894
,545.0,0.0,tt0354981
,0.0,0.0,tt0355052
,0.0,0.0,tt0355430
,0.0,0.0,tt0355449
,0.0,0.0,tt0355857
,0.0,0.0,tt0356741
,0.0,0.0,tt0359190
,0.0,0.0,tt0361277
,0.0,0.0,tt0363057
,0.0,0.0,tt0363277
R,1000000.0,0.0,tt0364722
,0.0,0.0,tt0364977
,0.0,0.0,tt0365111
NR,0.0,0.0,tt0365581
,0.0,0.0,tt0365671
,0.0,0.0,tt0367187
,0.0,0.0,tt0367258
,0.0,0.0,tt0367699
,0.0,0.0,tt0367942
,0.0,0.0,tt0368296
,0.0,0.0,tt0368561
NR,0.0,0.0,tt0368652
,0.0,0.0,tt0368906
,0.0,0.0,tt0370081
,0.0,0.0,tt0370584
,0.0,0.0,tt0371301
,0.0,0.0,tt0373081
,0.0,0.0,tt0374076
,0.0,0.0,tt0379955
,0.0,0.0,tt0382176
,0.0,0.0,tt0386422
,0.0,0.0,tt0388130
,0.0,0.0,tt0389238
,0.0,0.0,tt0389371
,0.0,0.0,tt0389418
,0.0,0.0,tt0392759
,0.0,0.0,tt0396551
,0.0,0.0,tt0403665
,0.0,0.0,tt0403951
,0.0,0.0,tt0405312
,0.0,0.0,tt0409941
,0.0,0.0,tt0410921
,0.0,0.0,tt0411396
,0.0,0.0,tt0412677
,35000.0,0.0,tt0413669
,0.0,0.0,tt0416217
,0.0,0.0,tt0422262
,0.0,0.0,tt0422984
,0.0,0.0,tt0424986
,0.0,0.0,tt0427813
,0.0,0.0,tt0433683
,30000.0,0.0,tt0433694
,400.0,0.0,tt0434857
,7000.0,0.0,tt0439449
,0.0,0.0,tt0441561
,0.0,0.0,tt0441667
,0.0,0.0,tt0445061
,12500000.0,123022000.0,tt0445841
,0.0,0.0,tt0446464
,0.0,0.0,tt0446493
,0.0,0.0,tt0447257
,0.0,0.0,tt0447604
,0.0,0.0,tt0450497
,0.0,0.0,tt0451229
,0.0,0.0,tt0459405
,0.0,0.0,tt0461021
,0.0,0.0,tt0465920
,0.0,0.0,tt0466842
NR,0.0,0.0,tt0477475
,0.0,0.0,tt0479028
,0.0,0.0,tt0479692
,0.0,0.0,tt0482218
,0.0,0.0,tt0487130
,0.0,0.0,tt0487759
,0.0,0.0,tt0489447
,0.0,0.0,tt0494966
,0.0,0.0,tt0777822
,0.0,0.0,tt0777881
,0.0,0.0,tt0784145
,0.0,0.0,tt0793607
G,0.0,0.0,tt0810831
PG-13,0.0,0.0,tt0814243
,0.0,0.0,tt0831848
PG-13,0.0,0.0,tt0832449
,0.0,0.0,tt0856262
,5000.0,0.0,tt0867181
,0.0,0.0,tt0880482
,0.0,0.0,tt0885526
,0.0,0.0,tt0903904
,0.0,0.0,tt10137486
,0.0,0.0,tt1016145
,0.0,0.0,tt1020063
NR,94.0,0.0,tt1020940
,500000.0,500000.0,tt1039952
PG-13,0.0,0.0,tt1068773
,0.0,0.0,tt10706980
,0.0,0.0,tt10718254
PG-13,0.0,0.0,tt1073223
,0.0,0.0,tt1080035
,0.0,0.0,tt10875196
,0.0,0.0,tt1091840
,0.0,0.0,tt1093394
,0.0,0.0,tt1105323
,0.0,0.0,tt1105375
,0.0,0.0,tt1147513
,0.0,0.0,tt12695338
,0.0,0.0,tt1283956
G,0.0,0.0,tt1291055
NR,0.0,0.0,tt12940124
,0.0,0.0,tt1304996
,0.0,0.0,tt1344376
,0.0,0.0,tt13964346
,0.0,0.0,tt1431314
,0.0,0.0,tt15554712
,0.0,0.0,tt1601221
NR,0.0,0.0,tt16034784
,0.0,0.0,tt1604585
,0.0,0.0,tt1632588
,0.0,0.0,tt1639320
,0.0,0.0,tt1703099
,0.0,0.0,tt1720942
,250000.0,0.0,tt1764172
,0.0,0.0,tt1796560
,0.0,0.0,tt1831837
,0.0,0.0,tt1900940
,0.0,0.0,tt1907617
,0.0,0.0,tt1924315
,0.0,0.0,tt1934227
,0.0,0.0,tt19637696
,0.0,0.0,tt1967539
,0.0,0.0,tt2004196
,0.0,0.0,tt2014238
,0.0,0.0,tt2032554
,0.0,0.0,tt20852180
,0.0,0.0,tt2131677
,0.0,0.0,tt2156981
,0.0,0.0,tt2158453
,0.0,0.0,tt2162703
,0.0,0.0,tt2180441
,0.0,0.0,tt2199776
,0.0,0.0,tt2253998
,0.0,0.0,tt2266849
,0.0,0.0,tt2300977
,0.0,0.0,tt2385237
,0.0,0.0,tt2402945
,0.0,0.0,tt2487986
,0.0,0.0,tt2661416
,0.0,0.0,tt2742202
,0.0,0.0,tt2756880
,0.0,0.0,tt2759362
,2000.0,0.0,tt2957918
,0.0,0.0,tt2960870
,0.0,0.0,tt2980774
,0.0,0.0,tt3034558
NR,0.0,0.0,tt3041064
NR,0.0,0.0,tt3067204
,0.0,0.0,tt3162630
,0.0,0.0,tt3165660
,0.0,0.0,tt3186794
,0.0,0.0,tt3204902
,0.0,0.0,tt3508164
,0.0,0.0,tt3552620
,0.0,0.0,tt3626868
,0.0,0.0,tt4018476
,0.0,0.0,tt4036796
,0.0,0.0,tt4056390
,0.0,8.0,tt4164572
,0.0,0.0,tt4165204
,0.0,0.0,tt4184478
,0.0,0.0,tt4216744
,0.0,0.0,tt4219002
,0.0,0.0,tt4219018
,0.0,0.0,tt4245838
,0.0,0.0,tt4472100
,0.0,0.0,tt4518384
,0.0,0.0,tt4523400
,0.0,0.0,tt4719902
,0.0,0.0,tt4794734
,0.0,0.0,tt5239916
,0.0,0.0,tt5483330
,0.0,0.0,tt5493684
,0.0,0.0,tt5934296
,0.0,0.0,tt6174238
,7000.0,0.0,tt7029820
,0.0,0.0,tt7197642
NR,10000000.0,0.0,tt7631368
,0.0,0.0,tt7797670
,0.0,0.0,tt7797790
,0.0,0.0,tt7802790
,0.0,0.0,tt8665056
NR,0.0,0.0,tt8795764
,0.0,0.0,tt9071078
